##### bftga! (ode)  d4lorenz ::: Sat May  2 00:05:17 2015

#####                b               pm               pr                q                r
#####             2.67                5               10      5.329990234             4500
#
# sk  lk               q                r               x1               x2               x3               x4              wr1              wa1              wr2              wa2              wr3              wa3              wr4              wa4              tau  bftype
 973   2      6.112399902      6425.998047               0     -866.9726567      6560.830681       77.4096708    0.06081334948    0.06081334948     0.8103434211     0.9999952708     0.8103434211     0.9999952708      1.000000028      1.000000028     0.1829316398  bfnsa 0(D)
 974   2      6.113132324      6427.998047               0     -867.2581441      6562.823115      77.41974426    0.06084157072    0.06084157072     0.8104755842      1.000004721     0.8104755842      1.000004721      1.000000014      1.000000014     0.1829024751  bfnsa 0(D)
 975   2      6.113858642      6429.998047               0     -867.5392825      6564.804971      77.42938899    0.06087182576    0.06087182576     0.8105933789     0.9999959129     0.8105933789     0.9999959129       1.00000003       1.00000003     0.1828734269  bfnsa 0(D)
 976   2      6.114591064      6431.998047               0     -867.8248265      6566.797452      77.43946199    0.06090002585    0.06090002585     0.8107254678      1.000005559     0.8107254678      1.000005559     0.9999999671     0.9999999671     0.1828442887  bfnsa 0(D)
 977   2      6.115317383      6433.998047               0      -868.106018      6568.779351      77.44910621     0.0609302563     0.0609302563     0.8108431784     0.9999969278     0.8108431784     0.9999969278      1.000000067      1.000000067      0.182815267  bfnsa 0(D)
 978   2      6.116049805      6435.998047               0     -868.3916185       6570.77188      77.45917874    0.06095843348    0.06095843348     0.8109751883      1.000006758     0.8109751883      1.000006758       1.00000001       1.00000001     0.1827861555  bfnsa 0(D)
 979   2      6.116776123      6437.998047               0     -868.6728631      6572.753823      77.46882244    0.06098864503    0.06098864503     0.8110928324     0.9999983404     0.8110928324     0.9999983404       1.00000002       1.00000002     0.1827571602  bfnsa 0(D)
 980   2      6.117496338      6439.998047               0     -868.9550108      6574.737908       77.4785516    0.06101843513    0.06101843513     0.8112133002     0.9999936793     0.8112133002     0.9999936793      1.000000061      1.000000061     0.1827281576  bfnsa 0(D)
 981   2      6.118222656      6441.998047               0      -869.239818      6576.728385       77.4885377    0.06104698737    0.06104698737     0.8113423277       1.00000012     0.8113423277       1.00000012      1.000000026      1.000000026     0.1826991065  bfnsa 0(D)
 982   2      6.118955078      6443.998047               0     -869.5237757      6578.716763      77.49843783    0.06107593819    0.06107593819      0.811468453       1.00000299      0.811468453       1.00000299     0.9999999901     0.9999999901     0.1826700892  bfnsa 0(D)
 983   2      6.119681396      6445.998047               0     -869.8051259      6580.698791       77.5080805    0.06110610578    0.06110610578     0.8115859473     0.9999949607     0.8115859473     0.9999949607      1.000000009      1.000000009     0.1826411468  bfnsa 0(D)
 984   2      6.120413818      6447.998047               0     -870.0908958      6582.691463      77.51815163    0.06113421354    0.06113421354     0.8117177194      1.000005336     0.8117177194      1.000005336     0.9999999923     0.9999999923     0.1826121148  bfnsa 0(D)
 985   2      6.121140137      6449.998047               0     -870.3722992      6584.673535       77.5277938     0.0611643586     0.0611643586     0.8118351374     0.9999974954     0.8118351374     0.9999974954       1.00000003       1.00000003     0.1825831987  bfnsa 0(D)
 986   2      6.121860351      6451.998047               0     -870.6546078      6586.657753      77.53752145     0.0611940873     0.0611940873     0.8119553943     0.9999934404     0.8119553943     0.9999934404     0.9999999296     0.9999999296     0.1825542752  bfnsa 0(D)
 987   2       6.12258667      6453.998047               0     -870.9395824       6588.64837      77.54750613    0.06122256765    0.06122256765     0.8120841789      1.000000412     0.8120841789      1.000000412      1.000000022      1.000000022     0.1825253035  bfnsa 0(D)
 988   2      6.123319092      6455.998047               0     -871.2237054      6590.636885      77.55740482    0.06125145089    0.06125145089     0.8122100752      1.000003843     0.8122100752      1.000003843     0.9999999981     0.9999999981     0.1824963655  bfnsa 0(D)
 989   2       6.12404541      6457.998047               0     -871.5052146      6592.619043      77.56704596    0.06128155488    0.06128155488     0.8123273538     0.9999964059     0.8123273538     0.9999964059     0.9999999562     0.9999999562     0.1824675018  bfnsa 0(D)
 990   2      6.124765625      6459.998047               0     -871.7876305      6594.603349      77.57677261    0.06131123395    0.06131123395     0.8124474455     0.9999926974     0.8124474455     0.9999926974      1.000000025      1.000000025     0.1824386311  bfnsa 0(D)
 991   2      6.125491943      6461.998047               0     -872.0727166      6596.594059      77.58675635    0.06133967189    0.06133967189     0.8125760867      1.000000057     0.8125760867      1.000000057      1.000000033      1.000000033      0.182409712  bfnsa 0(D)
 992   2      6.126224365      6463.998047               0     -872.3569497      6598.582666      77.59665409    0.06136850998    0.06136850998     0.8127018323      1.000003861     0.8127018323      1.000003861      1.000000016      1.000000016     0.1823808265  bfnsa 0(D)
 993   2      6.126950684      6465.998047               0     -872.6385649       6600.56491      77.60629421    0.06139857003    0.06139857003     0.8128189632      0.999996805     0.8128189632      0.999996805     0.9999999853     0.9999999853     0.1823520155  bfnsa 0(D)
 994   2      6.127670898      6467.998047               0     -872.9210881      6602.549304      77.61601988    0.06142820707    0.06142820707     0.8129389143     0.9999934906     0.8129389143     0.9999934906     0.9999999896     0.9999999896     0.1823231971  bfnsa 0(D)
 995   2      6.128397217      6469.998047               0     -873.2062859      6604.540109      77.62600269    0.06145660066    0.06145660066     0.8130674081      1.000001226     0.8130674081      1.000001226     0.9999999672     0.9999999672     0.1822943305  bfnsa 0(D)
 996   2      6.129129639      6471.998047               0     -873.4906292      6606.528807      77.63589947    0.06148539378    0.06148539378     0.8131930045      1.000005401     0.8131930045      1.000005401     0.9999999523     0.9999999523     0.1822654973  bfnsa 0(D)
 997   2      6.129855957      6473.998047               0     -873.7723505      6608.511138      77.64553859    0.06151540782    0.06151540782     0.8133099839     0.9999987138     0.8133099839     0.9999987138     0.9999999876     0.9999999876     0.1822367388  bfnsa 0(D)
 998   2      6.130576172      6475.998047               0     -874.0549813      6610.495621      77.65526327    0.06154500167    0.06154500167     0.8134297927     0.9999957858     0.8134297927     0.9999957858     0.9999999578     0.9999999578     0.1822079726  bfnsa 0(D)
 999   2       6.13130249      6477.998047               0     -874.3402908      6612.486519      77.66524515    0.06157334809    0.06157334809     0.8135581304      1.000003873     0.8135581304      1.000003873     0.9999999975     0.9999999975     0.1821791584  bfnsa 0(D)
1000   2      6.132022705      6479.998047               0      -874.621207      6614.466782       77.6747977    0.06160374088    0.06160374088     0.8136721463     0.9999938319     0.8136721463     0.9999938319      1.000000026      1.000000026     0.1821504592  bfnsa 0(D)
1001   2      6.132749023      6481.998047               0     -874.9065721      6616.457727      77.68477912    0.06163206477    0.06163206477     0.8138004108      1.000002105     0.8138004108      1.000002105       1.00000006       1.00000006     0.1821216711  bfnsa 0(D)
1002   2      6.133481445      6483.998047               0     -875.1910808      6618.446563      77.69467448    0.06166079259    0.06166079259      0.813925792      1.000006847      0.813925792      1.000006847     0.9999999847     0.9999999847     0.1820929162  bfnsa 0(D)
1003   2      6.134195557      6485.998047               0     -875.4729611      6620.429024      77.70431211    0.06169074095    0.06169074095     0.8140425579      1.000000735     0.8140425579      1.000000735       1.00000001       1.00000001     0.1820642357  bfnsa 0(D)
1004   2      6.134927978      6487.998047               0     -875.7557531      6622.413638      77.71403532    0.06172026678    0.06172026678     0.8141621449     0.9999983606     0.8141621449     0.9999983606      1.000000033      1.000000033     0.1820355478  bfnsa 0(D)
1005   2      6.135654297      6489.998047               0     -876.0394578      6624.400409      77.72384413    0.06174937209    0.06174937209     0.8142845588      0.999999735     0.8142845588      0.999999735     0.9999999841     0.9999999841     0.1820068525  bfnsa 0(D)
1006   2      6.136374512      6491.998047               0     -876.3223034      6626.385068      77.73356685    0.06177887665    0.06177887665     0.8144040774     0.9999975553     0.8144040774     0.9999975553      0.999999979      0.999999979     0.1819781905  bfnsa 0(D)
1007   2       6.13710083      6493.998047               0     -876.6078362      6628.376153      77.74354689    0.06180713154    0.06180713154     0.8145321183      1.000006368     0.8145321183      1.000006368      1.000000041      1.000000041     0.1819494804  bfnsa 0(D)
1008   2      6.137821045      6495.998047               0     -876.8889616      6630.356586      77.75309741    0.06183744019    0.06183744019     0.8146458613     0.9999971113     0.8146458613     0.9999971113     0.9999999827     0.9999999827      0.181920885  bfnsa 0(D)
1009   2      6.138547363      6497.998047               0     -877.1745501      6632.347718        77.763077    0.06186567363    0.06186567363     0.8147738331      1.000006114     0.8147738331      1.000006114      1.000000008      1.000000008     0.1818922008  bfnsa 0(D)
1010   2      6.139267578      6499.998047               0     -877.4557278      6634.328194      77.77262701    0.06189596067    0.06189596067     0.8148875071      0.999997049     0.8148875071      0.999997049     0.9999999445     0.9999999445     0.1818636314  bfnsa 0(D)
1011   2      6.139993896      6501.998047               0     -877.7413721      6636.319372      77.78260615    0.06192417078    0.06192417078     0.8150154038      1.000006227     0.8150154038      1.000006227     0.9999999925     0.9999999925     0.1818349731  bfnsa 0(D)
1012   2      6.140714111      6503.998047               0      -878.022602       6638.29989      77.79215565    0.06195443331    0.06195443331     0.8151290011     0.9999973373     0.8151290011     0.9999973373      1.000000008      1.000000008     0.1818064295  bfnsa 0(D)
1013   2       6.14144043      6505.998047               0     -878.3083021      6640.291115      77.80213433    0.06198262322    0.06198262322     0.8152568336      1.000006713     0.8152568336      1.000006713     0.9999999774     0.9999999774     0.1817777971  bfnsa 0(D)
1014   2      6.142160644      6507.998047               0     -878.5895843      6642.271675      77.81168334    0.06201286442    0.06201286442     0.8153703629     0.9999980154     0.8153703629     0.9999980154     0.9999999806     0.9999999806     0.1817492793  bfnsa 0(D)
1015   2      6.142874756      6509.998047               0     -878.8717815      6644.254394      77.82131798    0.06204268281    0.06204268281     0.8154867134     0.9999930496     0.8154867134     0.9999930496     0.9999999612     0.9999999612      0.181720754  bfnsa 0(D)
1016   2      6.143607178      6511.998047               0     -879.1566748       6646.24355      77.83121008    0.06207125017    0.06207125017     0.8156115817     0.9999990584     0.8156115817     0.9999990584      0.999999978      0.999999978     0.1816921805  bfnsa 0(D)
1017   2      6.144321289      6513.998047               0     -879.4407058      6648.230591      77.84101605    0.06210022019    0.06210022019     0.8157335656      1.000001535     0.8157335656      1.000001535     0.9999999647     0.9999999647     0.1816636404  bfnsa 0(D)
1018   2      6.145041504      6515.998047               0     -879.7238734      6650.215514      77.85073587    0.06212959106    0.06212959106     0.8158526592      1.000000468     0.8158526592      1.000000468     0.9999999862     0.9999999862     0.1816351335  bfnsa 0(D)
1019   2      6.145767822      6517.998047               0     -880.0079589        6652.2026      77.86054137    0.06215853981    0.06215853981     0.8159745768      1.000003136     0.8159745768      1.000003136     0.9999999363     0.9999999363     0.1816066189  bfnsa 0(D)
1020   2      6.146488037      6519.998047               0     -880.2893976      6654.183286      77.87008887    0.06218871267    0.06218871267      0.816087893     0.9999949887      0.816087893     0.9999949887      1.000000028      1.000000028     0.1815781784  bfnsa 0(D)
1021   2      6.147214355      6521.998047               0     -880.5753204      6656.174698      77.88006575    0.06221681287    0.06221681287     0.8162154431      1.000005092     0.8162154431      1.000005092     0.9999999656     0.9999999656     0.1815496489  bfnsa 0(D)
1022   2       6.14793457      6523.998047               0     -880.8568115      6658.155427      77.88961276     0.0622469662     0.0622469662     0.8163286986     0.9999971484     0.8163286986     0.9999971484     0.9999999866     0.9999999866     0.1815212338  bfnsa 0(D)
1023   2      6.148648682      6525.998047               0     -881.1392204      6660.138318      77.89924544    0.06227669592    0.06227669592     0.8164447731     0.9999929278     0.8164447731     0.9999929278     0.9999999865     0.9999999865     0.1814928112  bfnsa 0(D)
1024   2      6.149381103      6527.998047               0     -881.4243339      6662.127658       77.9091357    0.06230517482    0.06230517482     0.8165693652      0.999999673     0.8165693652      0.999999673     0.9999999516     0.9999999516     0.1814643405  bfnsa 0(D)
1025   2      6.150095215      6529.998047               0     -881.7085824      6664.114878       77.9189398    0.06233405268    0.06233405268     0.8166910629      1.000002865     0.8166910629      1.000002865      1.000000017      1.000000017     0.1814359031  bfnsa 0(D)
1026   2       6.15081543      6531.998047               0     -881.9919648      6666.099978      77.92865772    0.06236333368    0.06236333368     0.8168098789      1.000002531     0.8168098789      1.000002531      1.000000067      1.000000067     0.1814074987  bfnsa 0(D)
1027   2      6.151541748      6533.998047               0     -882.2762679      6668.087244      77.93846135    0.06239219251    0.06239219251     0.8169315179      1.000005927     0.8169315179      1.000005927       1.00000003       1.00000003     0.1813790867  bfnsa 0(D)
1028   2      6.152261963      6535.998047               0     -882.5579157        6670.0681      77.94800688    0.06242228279    0.06242228279     0.8170445801     0.9999985628     0.8170445801     0.9999985628     0.9999999751     0.9999999751     0.1813507483  bfnsa 0(D)
1029   2      6.152976074      6537.998047               0     -882.8404836      6672.051121      77.95763812    0.06245194343    0.06245194343     0.8171604433     0.9999948816     0.8171604433     0.9999948816      1.000000062      1.000000062     0.1813224024  bfnsa 0(D)
1030   2      6.153696289      6539.998047               0     -883.1257624      6674.040598      77.96752702    0.06248035617    0.06248035617     0.8172848323      1.000002177     0.8172848323      1.000002177     0.9999999788     0.9999999788     0.1812940083  bfnsa 0(D)
1031   2      6.154422607      6541.998047               0     -883.4101742      6676.027954      77.97732973    0.06250916712    0.06250916712     0.8174063255      1.000005916     0.8174063255      1.000005916      1.000000034      1.000000034     0.1812656474  bfnsa 0(D)
1032   2      6.155142822      6543.998047               0     -883.6919265      6678.008894      77.98687428    0.06253921221    0.06253921221     0.8175192511     0.9999989178     0.8175192511     0.9999989178      1.000000021      1.000000021     0.1812373599  bfnsa 0(D)
1033   2      6.155856934      6545.998047               0     -883.9746003      6679.992002      77.99650455    0.06256883296    0.06256883296      0.817634993      0.999995632      0.817634993      0.999995632     0.9999999845     0.9999999845     0.1812090648  bfnsa 0(D)
1034   2      6.156577148      6547.998047               0     -884.2599893      6681.981571      78.00639255    0.06259719558    0.06259719558     0.8177592307      1.000003256     0.8177592307      1.000003256      1.000000045      1.000000045     0.1811807218  bfnsa 0(D)
1035   2       6.15729126      6549.998047               0     -884.5409229      6683.960427      78.01585037    0.06262762448    0.06262762448     0.8178692183     0.9999929394     0.8178692183     0.9999929394     0.9999999751     0.9999999751     0.1811524924  bfnsa 0(D)
1036   2      6.158011475      6551.998047               0     -884.8263667      6685.950042      78.02573792    0.06265596462    0.06265596462     0.8179933878      1.000000742     0.8179933878      1.000000742      1.000000036      1.000000036     0.1811241748  bfnsa 0(D)
1037   2      6.158737793      6553.998047               0     -885.1109414      6687.937532      78.03553925     0.0626847128     0.0626847128     0.8181146918      1.000005052     0.8181146918      1.000005052     0.9999999584     0.9999999584     0.1810958901  bfnsa 0(D)
1038   2      6.159458008      6555.998047               0     -885.3928503        6689.9186      78.04508233    0.06271469047    0.06271469047     0.8182274156     0.9999986008     0.8182274156     0.9999986008     0.9999999999     0.9999999999     0.1810676786  bfnsa 0(D)
1039   2      6.160172119      6557.998047               0     -885.6756828      6691.901836      78.05471117    0.06274424286    0.06274424286     0.8183429545     0.9999958571     0.8183429545     0.9999958571       1.00000002       1.00000002     0.1810394596  bfnsa 0(D)
1040   2      6.160892334      6559.998047               0      -885.961237      6693.891543      78.06459783    0.06277253822    0.06277253822       0.81846699      1.000004018       0.81846699      1.000004018      1.000000066      1.000000066     0.1810111928  bfnsa 0(D)
1041   2      6.161606445      6561.998047               0     -886.2423253      6695.870524      78.07405416    0.06280289963    0.06280289963     0.8185767779     0.9999942508     0.8185767779     0.9999942508      1.000000063      1.000000063     0.1809830394  bfnsa 0(D)
1042   2       6.16232666      6563.998047               0     -886.5279344      6697.860276      78.08394037    0.06283117406    0.06283117406     0.8187007513      1.000002601     0.8187007513      1.000002601      1.000000059      1.000000059     0.1809547977  bfnsa 0(D)
1043   2      6.163040771      6565.998047               0     -886.8090741      6699.839298       78.0933962    0.06286151547    0.06286151547     0.8188104809     0.9999930309     0.8188104809     0.9999930309      1.000000005      1.000000005     0.1809266695  bfnsa 0(D)
1044   2      6.163760986      6567.998047               0     -887.0947381      6701.829096      78.10328196    0.06288976875    0.06288976875     0.8189343919      1.000001567     0.8189343919      1.000001567     0.9999999581     0.9999999581     0.1808984529  bfnsa 0(D)
1045   2      6.164487305      6569.998047               0     -887.3795301      6703.816767      78.11308147    0.06291842389    0.06291842389     0.8190554201      1.000006575     0.8190554201      1.000006575     0.9999999752     0.9999999752     0.1808702693  bfnsa 0(D)
1046   2      6.165195312      6571.998047               0     -887.6616481      6705.798003      78.12262262    0.06294831576    0.06294831576     0.8191678926      1.000000878     0.8191678926      1.000000878     0.9999999553     0.9999999553     0.1808421587  bfnsa 0(D)
1047   2      6.165921631      6573.998047               0     -887.9446926      6707.781413      78.13224958    0.06297777914    0.06297777914     0.8192831697      0.999998861     0.8192831697      0.999998861      0.999999993      0.999999993     0.1808140407  bfnsa 0(D)
1048   2      6.166629639      6575.998047               0     -888.2286646      6709.766997      78.14196235    0.06300681792    0.06300681792     0.8194012628      1.000000548     0.8194012628      1.000000548     0.9999999657     0.9999999657     0.1807859147  bfnsa 0(D)
1049   2      6.167355957      6577.998047               0     -888.5117619       6711.75045      78.15158883    0.06303625989    0.06303625989     0.8195164779     0.9999987182     0.8195164779     0.9999987182     0.9999999825     0.9999999825     0.1807578217  bfnsa 0(D)
1050   2      6.168063965      6579.998047               0     -888.7957876      6713.736079      78.16130115    0.06306527351    0.06306527351     0.8196344977      1.000000568     0.8196344977      1.000000568      1.000000039      1.000000039     0.1807297211  bfnsa 0(D)
1051   2      6.168790283      6581.998047               0     -889.0789379      6715.719575      78.17092716    0.06309469421    0.06309469421     0.8197496515     0.9999989252     0.8197496515     0.9999989252       1.00000003       1.00000003     0.1807016532  bfnsa 0(D)
1052   2      6.169498291      6583.998047               0     -889.3630171      6717.705247      78.18063902    0.06312368947    0.06312368947     0.8198676188      1.000000979     0.8198676188      1.000000979     0.9999999702     0.9999999702     0.1806735775  bfnsa 0(D)
1053   2      6.170224609      6585.998047               0     -889.6462204      6719.688787      78.19026456     0.0631530863     0.0631530863     0.8199827039     0.9999995069     0.8199827039     0.9999995069      1.000000011      1.000000011     0.1806455346  bfnsa 0(D)
1054   2      6.170932617      6587.998047               0     -889.9303533      6721.674503      78.19997596    0.06318205796    0.06318205796     0.8201006032      1.000001732     0.8201006032      1.000001732     0.9999999885     0.9999999885     0.1806174841  bfnsa 0(D)
1055   2      6.171646728      6589.998047               0     -890.2136096      6723.658086      78.20960105     0.0632114345     0.0632114345     0.8202156306      1.000000453     0.8202156306      1.000000453     0.9999999743     0.9999999743     0.1805894661  bfnsa 0(D)
1056   2      6.172366943      6591.998047               0     -890.4977962      6725.643847      78.21931199    0.06324038253    0.06324038253     0.8203334618      1.000002848     0.8203334618      1.000002848     0.9999999916     0.9999999916     0.1805614405  bfnsa 0(D)
1057   2      6.173081055      6593.998047               0     -890.7792965      6727.623158      78.22876441    0.06327056802    0.06327056802     0.8204427441     0.9999945571     0.8204427441     0.9999945571      1.000000033      1.000000033     0.1805334877  bfnsa 0(D)
1058   2      6.173801269      6595.998047               0     -891.0653459      6729.613278       78.2386471    0.06329866103    0.06329866103       0.82056619      1.000004315       0.82056619      1.000004315      1.000000033      1.000000033      0.180505447  bfnsa 0(D)
1059   2      6.174515381      6597.998047               0     -891.3468979      6731.592631      78.24809904    0.06332882495    0.06332882495     0.8206754113     0.9999962087     0.8206754113     0.9999962087      1.000000069      1.000000069     0.1804775191  bfnsa 0(D)
1060   2      6.175235596      6599.998047               0     -891.6330024      6733.582797       78.2579813    0.06335689773    0.06335689773     0.8207987999      1.000006156     0.8207987999      1.000006156      0.999999996      0.999999996     0.1804495031  bfnsa 0(D)
1061   2      6.175949707      6601.998047               0     -891.9146061      6735.562192      78.26743275    0.06338704309    0.06338704309     0.8209079697     0.9999982534     0.8209079697     0.9999982534     0.9999999348     0.9999999348     0.1804216001  bfnsa 0(D)
1062   2      6.176657715      6603.998047               0     -892.1971409      6737.543765      78.27697008    0.06341675452    0.06341675452     0.8210199281     0.9999939923     0.8210199281     0.9999939923      1.000000055      1.000000055     0.1803936895  bfnsa 0(D)
1063   2      6.177371826      6605.998047               0     -892.4824212       6739.53184      78.28676556    0.06344520929    0.06344520929      0.821140381       1.00000061      0.821140381       1.00000061      1.000000014      1.000000014      0.180365731  bfnsa 0(D)
1064   2      6.178092041      6607.998047               0     -892.7668224      6741.517777       78.2964747    0.06347406852    0.06347406852      0.821257962      1.000003723      0.821257962      1.000003723       1.00000001       1.00000001     0.1803378051  bfnsa 0(D)
1065   2      6.178806152      6609.998047               0     -893.0485288      6743.497254      78.30592519     0.0635041699     0.0635041699     0.8213670098     0.9999961851     0.8213670098     0.9999961851      0.999999959      0.999999959     0.1803099515  bfnsa 0(D)
1066   2      6.179526367      6611.998047               0     -893.3347984      6745.487557      78.31580615    0.06353217114    0.06353217114     0.8214901956      1.000006632     0.8214901956      1.000006632     0.9999999884     0.9999999884     0.1802820104  bfnsa 0(D)
1067   2      6.180240478      6613.998047               0     -893.6165566      6747.467077      78.32525617    0.06356224659    0.06356224659     0.8215991715     0.9999992531     0.8215991715     0.9999992531      1.000000051      1.000000051     0.1802541818  bfnsa 0(D)
1068   2      6.180948486      6615.998047               0     -893.8992482      6749.448777       78.3347921    0.06359189942    0.06359189942      0.821710969     0.9999955806      0.821710969     0.9999955806     0.9999999521     0.9999999521     0.1802263453  bfnsa 0(D)
1069   2      6.181662598      6617.998047               0     -894.1846916      6751.436987      78.34458626    0.06362028465    0.06362028465     0.8218312274      1.000002712     0.8218312274      1.000002712     0.9999999654     0.9999999654     0.1801984614  bfnsa 0(D)
1070   2      6.182382812      6619.998047               0     -894.4692538      6753.423057      78.35429405    0.06364907358    0.06364907358     0.8219486126      1.000006336     0.8219486126      1.000006336      1.000000053      1.000000053     0.1801706098  bfnsa 0(D)
1071   2      6.183096924      6621.998047               0     -894.7511149      6755.402658      78.36374312    0.06367911092    0.06367911092     0.8220574851     0.9999993549     0.8220574851     0.9999993549     0.9999999543     0.9999999543     0.1801428305  bfnsa 0(D)
1072   2      6.183804932      6623.998047               0     -895.0339109      6757.384444      78.37327811    0.06370871639    0.06370871639     0.8221691522     0.9999960229     0.8221691522     0.9999960229     0.9999999501     0.9999999501     0.1801150435  bfnsa 0(D)
1073   2      6.184519043      6625.998047               0      -895.319463      6759.372743       78.3830714    0.06373705343    0.06373705343      0.822289277      1.000003485      0.822289277      1.000003485      1.000000052      1.000000052      0.180087209  bfnsa 0(D)
1074   2      6.185227051      6627.998047               0     -895.6004906      6761.350242      78.39243357    0.06376747508    0.06376747508     0.8223952252     0.9999931955     0.8223952252     0.9999931955     0.9999999849     0.9999999849     0.1800594865  bfnsa 0(D)
1075   2      6.185941162      6629.998047               0     -895.8860967      6763.338586      78.40222642    0.06379579227    0.06379579227     0.8225152968      1.000000849     0.8225152968      1.000000849      1.000000006      1.000000006     0.1800316766  bfnsa 0(D)
1076   2      6.186661377      6631.998047               0     -896.1708196      6765.324788      78.41193287    0.06382451777    0.06382451777     0.8226325088      1.000005023     0.8226325088      1.000005023     0.9999999882     0.9999999882     0.1800038989  bfnsa 0(D)
1077   2      6.187375488      6633.998047               0     -896.4528351      6767.304514      78.42138052    0.06385448619    0.06385448619      0.822741195     0.9999985672      0.822741195     0.9999985672     0.9999999826     0.9999999826     0.1799761933  bfnsa 0(D)
1078   2      6.188083496      6635.998047               0     -896.7357876      6769.286426      78.43091412    0.06388402607    0.06388402607      0.822852685     0.9999957769      0.822852685     0.9999957769     0.9999999614     0.9999999614     0.1799484801  bfnsa 0(D)
1079   2      6.188797607      6637.998047               0     -897.0215025      6771.274861      78.44070611    0.06391229785    0.06391229785     0.8229726319      1.000003773     0.8229726319      1.000003773     0.9999999941     0.9999999941     0.1799207195  bfnsa 0(D)
1080   2      6.189505615      6639.998047               0     -897.3026826      6773.252481      78.45006683    0.06394265028    0.06394265028     0.8230783953     0.9999940102     0.8230783953     0.9999940102      1.000000038      1.000000038     0.1798930707  bfnsa 0(D)
1081   2      6.190219726      6641.998047               0     -897.5884517       6775.24096      78.45985839    0.06397090117    0.06397090117     0.8231982867      1.000002191     0.8231982867      1.000002191       1.00000002       1.00000002     0.1798653345  bfnsa 0(D)
1082   2      6.190939941      6643.998047               0     -897.8733355      6777.227294      78.46956352    0.06399955818    0.06399955818     0.8233153141      1.000006883     0.8233153141      1.000006883      1.000000033      1.000000033     0.1798376304  bfnsa 0(D)
1083   2      6.191641846      6645.998047               0     -898.1555056      6779.207145      78.47900976    0.06402945946    0.06402945946     0.8234238209      1.000000958     0.8234238209      1.000000958      1.000000069      1.000000069     0.1798099986  bfnsa 0(D)
1084   2       6.19236206      6647.998047               0     -898.4386149      6781.189184      78.48854199    0.06405893718    0.06405893718     0.8235351465     0.9999987274     0.8235351465     0.9999987274     0.9999999278     0.9999999278     0.1797823586  bfnsa 0(D)
1085   2      6.193063965      6649.998047               0     -898.7226644      6783.173415      78.49816022    0.06408797666    0.06408797666     0.8236492472        1.0000001     0.8236492472        1.0000001      1.000000026      1.000000026     0.1797547114  bfnsa 0(D)
1086   2       6.19378418      6651.998047               0     -899.0058258      6785.155497      78.50769199    0.06411742978    0.06411742978     0.8237605071     0.9999980313     0.8237605071     0.9999980313     0.9999999573     0.9999999573     0.1797270959  bfnsa 0(D)
1087   2      6.194498291      6653.998047               0     -899.2899282       6787.13977      78.51730978    0.06414644758    0.06414644758     0.8238745507      0.999999583     0.8238745507      0.999999583      1.000000038      1.000000038     0.1796994731  bfnsa 0(D)
1088   2      6.195206299      6655.998047               0     -899.5731417      6789.121894      78.52684109     0.0641758796     0.0641758796     0.8239857556     0.9999976979     0.8239857556     0.9999976979     0.9999999414     0.9999999414     0.1796718819  bfnsa 0(D)
1089   2       6.19592041      6657.998047               0     -899.8591284      6791.110553      78.53663094    0.06420403652    0.06420403652     0.8241053951      1.000006545     0.8241053951      1.000006545      1.000000023      1.000000023     0.1796442437  bfnsa 0(D)
1090   2      6.196628418      6659.998047               0     -900.1405626      6793.088377      78.54598929    0.06423428108    0.06423428108     0.8242108763     0.9999976931     0.8242108763     0.9999976931      1.000000039      1.000000039     0.1796167168  bfnsa 0(D)
1091   2      6.197342529      6661.998047               0     -900.4266036      6795.077081      78.55577871    0.06426241997    0.06426241997     0.8243304691      1.000006738     0.8243304691      1.000006738     0.9999999907     0.9999999907     0.1795891027  bfnsa 0(D)
1092   2      6.198050537      6663.998047               0     -900.7080886      6797.054945      78.56513659    0.06429264159    0.06429264159     0.8244358913     0.9999980604     0.8244358913     0.9999980604      1.000000037      1.000000037     0.1795616003  bfnsa 0(D)
1093   2      6.198752441      6665.998047               0     -900.9905152      6799.035002      78.57458049      0.064322434      0.064322434      0.824544115     0.9999930372      0.824544115     0.9999930372      1.000000055      1.000000055       0.17953409  bfnsa 0(D)
1094   2      6.199472656      6667.998047               0     -901.2757197      6801.021599      78.58428299    0.06435095949    0.06435095949     0.8246607958      0.999998788     0.8246607958      0.999998788     0.9999999859     0.9999999859     0.1795065322  bfnsa 0(D)
1095   2       6.20017456      6669.998047               0     -901.5600337      6803.006045        78.593899    0.06437988807    0.06437988807     0.8247746072       1.00000104     0.8247746072       1.00000104      1.000000065      1.000000065     0.1794790065  bfnsa 0(D)
1096   2      6.200894775      6671.998047               0     -901.8434561      6804.988339      78.60342851    0.06440923092    0.06440923092     0.8248855807      0.999999856     0.8248855807      0.999999856     0.9999999859     0.9999999859     0.1794515127  bfnsa 0(D)
1097   2       6.20159668      6673.998047               0      -902.127823      6806.972829      78.61304408    0.06443814029    0.06443814029     0.8249993431      1.000002298     0.8249993431      1.000002298      0.999999978      0.999999978      0.179424011  bfnsa 0(D)
1098   2      6.202304687      6675.998047               0     -902.4112977      6808.955165      78.62257314    0.06446745831    0.06446745831      0.825110252      1.000001274      0.825110252      1.000001274     0.9999999755     0.9999999755     0.1793965414  bfnsa 0(D)
