##### bfnsn! (ode)  BZlr ::: Sun Nov  3 12:16:58 2019

#####              eps                f                q
#####              0.5     0.7212572531           0.0008
#
# sk  lk             eps                f               x0               x1              wr0              wa0              wr1              wa1              tau  bftype
 374  10     0.4636000977      0.700546917    -8.016766621                0     0.9999994724     0.9999994724     0.9999994724     0.9999994724    0.02864030585  bftga 0(D)
 375  12     0.4635000977     0.7004904918    -8.016636158                0       0.99989332       0.99989332      1.000021855      1.000021855    0.02864329625  bftga 0(D)
 376  11     0.4634000977     0.7004340691    -8.016503407                0      0.999713013      0.999713013      1.000007005      1.000007005    0.02864627477  bftga 0(D)
 377  11     0.4633000977     0.7003776491    -8.016370655                0     0.9996119907     0.9996119907      1.000004381      1.000004381    0.02864926587  bftga 0(D)
 378  10     0.4632000977     0.7003212317    -8.016233326                0     0.9998902381     0.9998902381      1.000020721      1.000020721     0.0286523065  bftga 0(D)
 379  11     0.4631000977     0.7002648169    -8.016100575                0     0.9999482886     0.9999482886      1.000044664      1.000044664    0.02865532305  bftga 0(D)
 380  11     0.4630000977     0.7002084047    -8.015967823                0     0.9998463121     0.9998463121      1.000014549      1.000014549    0.02865831536  bftga 0(D)
 381  11     0.4629000977     0.7001519952    -8.015835072                0     0.9997062544     0.9997062544      1.000012451      1.000012451      0.028661308  bftga 0(D)
 382  10     0.4628000977     0.7000955883    -8.015697743                0     0.9999545279     0.9999545279      1.000023838      1.000023838    0.02866435059  bftga 0(D)
 383  12     0.4627000977      0.700039184     -8.01556728                0     0.9997999521     0.9997999521      1.000016919      1.000016919      0.028667344  bftga 0(D)
 384  10     0.4626000977     0.6999827824    -8.015429951                0     0.9999360182     0.9999360182      1.000019469      1.000019469    0.02867037511  bftga 0(D)
 385  11     0.4625000977     0.6999263834    -8.015297199                0     0.9999497663     0.9999497663      1.000031792      1.000031792    0.02867339421  bftga 0(D)
 386  11     0.4624000977      0.699869987    -8.015164448                0     0.9997775027     0.9997775027      1.000012821      1.000012821    0.02867638869  bftga 0(D)
 387  11     0.4623000977     0.6998135932    -8.015031696                0     0.9995866013     0.9995866013      1.000002063      1.000002063    0.02867938348  bftga 0(D)
 388  10     0.4622000977     0.6997572021    -8.014894367                0     0.9997878238     0.9997878238      1.000006442      1.000006442    0.02868242886  bftga 0(D)
 389  11     0.4621000977     0.6997008135    -8.014761616                0     0.9997772673     0.9997772673       1.00000464       1.00000464    0.02868544955  bftga 0(D)
 390  10     0.4620000977     0.6996444277    -8.014624287                0     0.9999394201     0.9999394201      1.000030358      1.000030358    0.02868849589  bftga 0(D)
 391  11     0.4619000977     0.6995880444    -8.014491535                0     0.9999227414     0.9999227414      1.000015848      1.000015848    0.02869151743  bftga 0(D)
 392  11     0.4618000977     0.6995316638    -8.014358784                0      0.999683018      0.999683018      1.000003799      1.000003799    0.02869451397  bftga 0(D)
 393  10     0.4617000977     0.6994752858    -8.014221455                0     0.9998449558     0.9998449558      1.000001958      1.000001958    0.02869756164  bftga 0(D)
 394  11     0.4616000977     0.6994189105    -8.014088703                0     0.9997776984     0.9997776984      1.000008615      1.000008615    0.02870058432  bftga 0(D)
 395  10     0.4615000977     0.6993625377    -8.013951374                0     0.9999229119     0.9999229119      1.000005195      1.000005195     0.0287036329  bftga 0(D)
 396  11     0.4614000977     0.6993061676    -8.013818623                0     0.9998306196     0.9998306196      1.000017477      1.000017477    0.02870665636  bftga 0(D)
 397  10     0.4613000977     0.6992498002    -8.013681294                0     0.9999466425     0.9999466425      1.000024717      1.000024717    0.02870970584  bftga 0(D)
 398  11     0.4612000977     0.6991934354    -8.013548542                0     0.9998682583     0.9998682583      1.000003437      1.000003437    0.02871273007  bftga 0(D)
 399  10     0.4611000977     0.6991370732    -8.013411213                0     0.9999474819     0.9999474819      1.000028717      1.000028717    0.02871578042  bftga 0(D)
 400  11     0.4610000977     0.6990807136    -8.013278462                0     0.9998473602     0.9998473602      1.000009293      1.000009293    0.02871880538  bftga 0(D)
 401  10     0.4609000977     0.6990243567    -8.013141132                0     0.9999297908     0.9999297908      1.000012365      1.000012365    0.02872185658  bftga 0(D)
 402  11     0.4608000977     0.6989680024    -8.013008381                0     0.9997952873     0.9997952873      1.000007201      1.000007201    0.02872488226  bftga 0(D)
 403  10     0.4607000977     0.6989116507    -8.012871052                0      0.999859112      0.999859112      1.000009646      1.000009646    0.02872793428  bftga 0(D)
 404  11     0.4606000977     0.6988553017      -8.0127383                0     0.9997056684     0.9997056684      1.000003058      1.000003058    0.02873096066  bftga 0(D)
 405  10     0.4605000977     0.6987989553    -8.012600971                0     0.9997483622     0.9997483622      1.000007163      1.000007163    0.02873401348  bftga 0(D)
 406  11     0.4604000977     0.6987426116     -8.01246822                0     0.9995657752     0.9995657752      1.000009118      1.000009118    0.02873704052  bftga 0(D)
 407  10     0.4603000977     0.6986862705    -8.012330891                0     0.9995934772     0.9995934772      1.000008501      1.000008501    0.02874009412  bftga 0(D)
 408  10     0.4602000977      0.698629932    -8.012193562                0     0.9998279471     0.9998279471      1.000010318      1.000010318    0.02874317444  bftga 0(D)
 409  11     0.4601000977     0.6985735962     -8.01206081                0     0.9996218943     0.9996218943      1.000005126      1.000005126    0.02874620254  bftga 0(D)
 410  10     0.4600000977      0.698517263    -8.011923481                0     0.9996219387     0.9996219387       1.00000292       1.00000292    0.02874925734  bftga 0(D)
 411  10     0.4599000977     0.6984609325    -8.011786152                0     0.9998312487     0.9998312487      1.000002023      1.000002023    0.02875233903  bftga 0(D)
 412  11     0.4598000977     0.6984046045    -8.011653401                0     0.9995868229     0.9995868229      1.000004049      1.000004049    0.02875536812  bftga 0(D)
 413  10     0.4597000977     0.6983482793    -8.011516071                0     0.9995523273     0.9995523273      1.000006598      1.000006598    0.02875842408  bftga 0(D)
 414  10     0.4596000977     0.6982919566    -8.011378742                0      0.999736478      0.999736478      1.000002445      1.000002445    0.02876150709  bftga 0(D)
 415  10     0.4595000977     0.6982356366    -8.011241413                0     0.9998938277     0.9998938277      1.000016041      1.000016041    0.02876459059  bftga 0(D)
 416  11     0.4594000977     0.6981793193    -8.011108662                0     0.9996205608     0.9996205608      1.000005011      1.000005011    0.02876762098  bftga 0(D)
 417  10     0.4593000977     0.6981230046    -8.010971333                0     0.9995498173     0.9995498173      1.000003756      1.000003756    0.02877067846  bftga 0(D)
 418  10     0.4592000977     0.6980666925    -8.010834004                0     0.9996855525     0.9996855525      1.000009833      1.000009833    0.02877376321  bftga 0(D)
 419  10     0.4591000977     0.6980103831    -8.010696674                0     0.9998188657     0.9998188657      1.000009029      1.000009029    0.02877684843  bftga 0(D)
 420  10     0.4590000977     0.6979540763    -8.010559345                0     0.9999277676     0.9999277676      1.000023283      1.000023283     0.0287799341  bftga 0(D)
 421  11     0.4589000977     0.6978977722    -8.010426594                0     0.9996058861     0.9996058861      1.000007488      1.000007488    0.02878296602  bftga 0(D)
 422  10     0.4588000977     0.6978414707    -8.010289265                0     0.9994897679     0.9994897679      1.000000554      1.000000554    0.02878602531  bftga 0(D)
 423  10     0.4587000977     0.6977851719    -8.010151936                0     0.9995813151     0.9995813151      1.000002113      1.000002113    0.02878911214  bftga 0(D)
 424  10     0.4586000977     0.6977288757    -8.010014607                0     0.9996571612     0.9996571612      1.000009776      1.000009776    0.02879219941  bftga 0(D)
 425  10     0.4585000977     0.6976725821    -8.009877278                0      0.999737581      0.999737581      1.000003195      1.000003195    0.02879528711  bftga 0(D)
 426  10     0.4584000977     0.6976162912    -8.009739948                0     0.9997911222     0.9997911222      1.000013779      1.000013779    0.02879837524  bftga 0(D)
 427  10     0.4583000977      0.697560003    -8.009602619                0     0.9998448263     0.9998448263      1.000014412      1.000014412    0.02880146378  bftga 0(D)
 428  10     0.4582000977     0.6975037174     -8.00946529                0     0.9998917803     0.9998917803       1.00001195       1.00001195    0.02880455274  bftga 0(D)
 429  10     0.4581000977     0.6974474344    -8.009327961                0     0.9999076055     0.9999076055      1.000030715      1.000030715     0.0288076421  bftga 0(D)
 430  10     0.4580000977     0.6973911541    -8.009190632                0     0.9999335069     0.9999335069       1.00002943       1.00002943    0.02881073186  bftga 0(D)
 431  10     0.4579000977     0.6973348764    -8.009053303                0     0.9999686056     0.9999686056      1.000008915      1.000008915    0.02881382202  bftga 0(D)
 432  10     0.4578000977     0.6972786014    -8.008915974                0     0.9999373554     0.9999373554      1.000044664      1.000044664    0.02881691256  bftga 0(D)
 433  10     0.4577000977      0.697222329    -8.008778645                0      0.999975686      0.999975686      1.000000666      1.000000666    0.02882000349  bftga 0(D)
 434  10     0.4576000977     0.6971660593    -8.008641316                0     0.9999634549     0.9999634549     0.9999970151     0.9999970151    0.02882309479  bftga 0(D)
 435  10     0.4575000977     0.6971097923    -8.008503986                0     0.9999224462     0.9999224462      1.000011862      1.000011862    0.02882618647  bftga 0(D)
 436  10     0.4574000977     0.6970535278    -8.008366657                0     0.9999065309     0.9999065309     0.9999912638     0.9999912638    0.02882927851  bftga 0(D)
 437  10     0.4573000977     0.6969972661    -8.008229328                0       0.99983977       0.99983977      1.000011109      1.000011109     0.0288323709  bftga 0(D)
 438  10     0.4572000977      0.696941007    -8.008091999                0     0.9997849843     0.9997849843      1.000008502      1.000008502    0.02883546365  bftga 0(D)
 439  10     0.4571000977     0.6968847505     -8.00795467                0     0.9997210966     0.9997210966      1.000004456      1.000004456    0.02883855674  bftga 0(D)
 440  10     0.4570000977     0.6968284967    -8.007817341                0     0.9996438867     0.9996438867      1.000003132      1.000003132    0.02884165016  bftga 0(D)
 441  10     0.4569000977     0.6967722456    -8.007680012                0     0.9995524161     0.9995524161      1.000005403      1.000005403    0.02884474392  bftga 0(D)
 442  10     0.4568000977     0.6967159971    -8.007542683                0     0.9994547883     0.9994547883      1.000003096      1.000003096    0.02884783801  bftga 0(D)
 443  10     0.4567000977     0.6966597513    -8.007405354                0     0.9993422419     0.9993422419      1.000004913      1.000004913    0.02885093241  bftga 0(D)
 444  10     0.4566000977     0.6966035081    -8.007268025                0     0.9992225068     0.9992225068      1.000003051      1.000003051    0.02885402712  bftga 0(D)
 445  10     0.4565000977     0.6965472675    -8.007130695                0     0.9990904635     0.9990904635      1.000002571      1.000002571    0.02885712214  bftga 0(D)
 446  10     0.4564000977     0.6964910297    -8.006987263                0     0.9999983095     0.9999983095      1.000867287      1.000867287    0.02886044697  bftga 0(D)
 447  10     0.4563000977     0.6964347945    -8.006849934                0     0.9997434949     0.9997434949      1.000011632      1.000011632    0.02886342813  bftga 0(D)
 448  10     0.4562000977     0.6963785619    -8.006712605                0     0.9995900338     0.9995900338      1.000001638      1.000001638    0.02886652429  bftga 0(D)
 449  10     0.4561000977      0.696322332    -8.006575276                0     0.9994133025     0.9994133025       1.00000373       1.00000373    0.02886962074  bftga 0(D)
 450  10     0.4560000977     0.6962661048    -8.006437946                0     0.9992288835     0.9992288835      1.000002249      1.000002249    0.02887271745  bftga 0(D)
 451  10     0.4559000977     0.6962098802    -8.006300617                0     0.9990329779     0.9990329779      1.000000928      1.000000928    0.02887581442  bftga 0(D)
 452  10     0.4558000977     0.6961536583    -8.006157185                0     0.9999966433     0.9999966433       1.00077232       1.00077232    0.02887914436  bftga 0(D)
 453  10     0.4557000977      0.696097439    -8.006019856                0     0.9995708562     0.9995708562      1.000008363      1.000008363    0.02888212581  bftga 0(D)
 454  10     0.4556000977     0.6960412224    -8.005882527                0     0.9993448852     0.9993448852      1.000005007      1.000005007    0.02888522382  bftga 0(D)
 455  10     0.4555000977     0.6959850085    -8.005745197                0     0.9991091364     0.9991091364     0.9999998295     0.9999998295    0.02888832206  bftga 0(D)
 456  10     0.4554000977     0.6959287972    -8.005601765                0     0.9999985913     0.9999985913      1.000820167      1.000820167    0.02889165538  bftga 0(D)
 457  10     0.4553000977     0.6958725886    -8.005464436                0     0.9995713763     0.9995713763      1.000004066      1.000004066    0.02889463698  bftga 0(D)
 458  10     0.4552000977     0.6958163827    -8.005327107                0     0.9992969423     0.9992969423      1.000004686      1.000004686    0.02889773617  bftga 0(D)
 459  10     0.4551000977     0.6957601794    -8.005189778                0     0.9990140886     0.9990140886      1.000001855      1.000001855    0.02890083557  bftga 0(D)
 460  10     0.4550000977     0.6957039787    -8.005046345                0     0.9999981592     0.9999981592      1.000701368      1.000701368     0.0289041722  bftga 0(D)
 461  10     0.4549000977     0.6956477808    -8.004909016                0     0.9994003883     0.9994003883       1.00000111       1.00000111    0.02890715381  bftga 0(D)
 462  10     0.4548000977     0.6955915855    -8.004771687                0     0.9990796897     0.9990796897      1.000002424      1.000002424    0.02891025408  bftga 0(D)
 463  10     0.4547000977     0.6955353929    -8.004628254                0     0.9999979653     0.9999979653      1.000748143      1.000748143     0.0289135932  bftga 0(D)
 464  10     0.4546000977     0.6954792029    -8.004490925                0     0.9994019683     0.9994019683      1.000004845      1.000004845    0.02891657481  bftga 0(D)
 465  10     0.4545000977     0.6954230156    -8.004353596                0     0.9990517327     0.9990517327      1.000001375      1.000001375    0.02891967589  bftga 0(D)
 466  10     0.4544000977      0.695366831    -8.004210163                0      1.000000379      1.000000379      1.000696596      1.000696596    0.02892301745  bftga 0(D)
 467  10     0.4543000977      0.695310649    -8.004072834                0     0.9993140117     0.9993140117      1.000001744      1.000001744      0.028925999  bftga 0(D)
 468  10     0.4542000977     0.6952544697    -8.003929402                0      1.000000478      1.000000478      1.000946356      1.000946356    0.02892934223  bftga 0(D)
 469  10     0.4541000977     0.6951982931    -8.003792072                0     0.9995402473     0.9995402473     0.9999977522     0.9999977522    0.02893232382  bftga 0(D)
 470  10     0.4540000977     0.6951421192    -8.003654743                0     0.9991227839     0.9991227839      1.000003732      1.000003732     0.0289354262  bftga 0(D)
 471  10     0.4539000977     0.6950859479    -8.003511311                0      1.000000896      1.000000896       1.00073566       1.00073566    0.02893877181  bftga 0(D)
 472  10     0.4538000977     0.6950297793    -8.003373982                0      0.999281276      0.999281276      1.000003427      1.000003427    0.02894175321  bftga 0(D)
 473  10     0.4537000977     0.6949736133    -8.003230549                0     0.9999986722     0.9999986722      1.000882686      1.000882686    0.02894510043  bftga 0(D)
 474  10     0.4536000977       0.69491745     -8.00309322                0     0.9993969791     0.9993969791      1.000004173      1.000004173    0.02894808179  bftga 0(D)
 475  10     0.4535000977     0.6948612894    -8.002949787                0     0.9999966787     0.9999966787        1.0009875        1.0009875    0.02895143062  bftga 0(D)
 476  10     0.4534000977     0.6948051315    -8.002812458                0     0.9994696331     0.9994696331      1.000005689      1.000005689    0.02895441189  bftga 0(D)
 477  10     0.4533000977     0.6947489763    -8.002675129                0      0.998979316      0.998979316      1.000001155      1.000001155    0.02895751585  bftga 0(D)
 478  10     0.4532000977     0.6946928237    -8.002531696                0     0.9999934272     0.9999934272      1.000547737      1.000547737    0.02896086698  bftga 0(D)
 479  10     0.4531000977     0.6946366738    -8.002394367                0     0.9989873353     0.9989873353      1.000000368      1.000000368    0.02896384785  bftga 0(D)
 480  10     0.4530000977     0.6945805265    -8.002250935                0      0.999993418      0.999993418      1.000540726      1.000540726    0.02896720055  bftga 0(D)
 481  10     0.4529000977      0.694524382    -8.002107502                0      1.000001623      1.000001623      1.001033666      1.001033666       0.02897043  bftga 0(D)
 482  10     0.4528000977     0.6944682401    -8.001970173                0     0.9994342699     0.9994342699      1.000004427      1.000004427    0.02897341082  bftga 0(D)
 483  10     0.4527000977     0.6944121009     -8.00182674                0     0.9999956691     0.9999956691      1.000969057      1.000969057     0.0289767659  bftga 0(D)
 484  10     0.4526000977     0.6943559644    -8.001689411                0     0.9993344006     0.9993344006      1.000003866      1.000003866    0.02897974648  bftga 0(D)
 485  10     0.4525000977     0.6942998305    -8.001545979                0     0.9999986548     0.9999986548      1.000850756      1.000850756    0.02898310308  bftga 0(D)
 486  10     0.4524000977     0.6942436993     -8.00140865                0     0.9991895812     0.9991895812      1.000003212      1.000003212     0.0289860834  bftga 0(D)
 487  10     0.4523000977     0.6941875708    -8.001265217                0     0.9999961249     0.9999961249       1.00069268       1.00069268     0.0289894415  bftga 0(D)
 488  10     0.4522000977      0.694131445    -8.001127888                0     0.9989988109     0.9989988109        1.0000029        1.0000029    0.02899242151  bftga 0(D)
 489  10     0.4521000977     0.6940753219    -8.000984455                0     0.9999960515     0.9999960515      1.000486274      1.000486274     0.0289957811  bftga 0(D)
 490  10     0.4520000977     0.6940192014    -8.000841023                0     0.9999985411     0.9999985411      1.000895713      1.000895713    0.02899901479  bftga 0(D)
 491  10     0.4519000977     0.6939630837    -8.000703694                0     0.9991592653     0.9991592653      1.000002684      1.000002684    0.02900199449  bftga 0(D)
 492  10     0.4518000977     0.6939069686    -8.000560261                0     0.9999961191     0.9999961191      1.000624334      1.000624334    0.02900535635  bftga 0(D)
 493  10     0.4517000977     0.6938508562    -8.000416828                0      1.000000702      1.000000702      1.001001593      1.001001593    0.02900859142  bftga 0(D)
 494  10     0.4516000977     0.6937947464    -8.000279499                0     0.9992205415     0.9992205415       1.00000354       1.00000354    0.02901157073  bftga 0(D)
 495  10     0.4515000977     0.6937386394    -8.000136067                0     0.9999945578     0.9999945578       1.00066534       1.00066534    0.02901493481  bftga 0(D)
 496  10     0.4514000977      0.693682535    -7.999992634                0     0.9999998087     0.9999998087      1.001011224      1.001011224    0.02901817122  bftga 0(D)
 497  10     0.4513000977     0.6936264334    -7.999855305                0     0.9991823431     0.9991823431      1.000003854      1.000003854    0.02902115004  bftga 0(D)
 498  10     0.4512000977     0.6935703344    -7.999711872                0     0.9999971398     0.9999971398      1.000601593      1.000601593    0.02902451632  bftga 0(D)
 499  10     0.4511000977     0.6935142381     -7.99956844                0     0.9999989141     0.9999989141      1.000919623      1.000919623      0.029027754  bftga 0(D)
 500  10     0.4510000977     0.6934581444    -7.999431111                0     0.9990428994     0.9990428994      1.000003464      1.000003464    0.02903073224  bftga 0(D)
 501  10     0.4509000977     0.6934020535    -7.999287678                0      0.999992569      0.999992569      1.000442463      1.000442463    0.02903410066  bftga 0(D)
 502  10     0.4508000977     0.6933459653    -7.999144245                0     0.9999985183     0.9999985183      1.000724341      1.000724341    0.02903733956  bftga 0(D)
 503  10     0.4507000977     0.6932898797    -7.999000813                0     0.9999967768     0.9999967768       1.00100403       1.00100403    0.02904057893  bftga 0(D)
 504  10     0.4506000977     0.6932337968    -7.998863484                0     0.9990646517     0.9990646517      1.000000465      1.000000465    0.02904355642  bftga 0(D)
 505  10     0.4505000977     0.6931777166    -7.998720051                0     0.9999899226     0.9999899226      1.000432112      1.000432112     0.0290469277  bftga 0(D)
 506  10     0.4504000977     0.6931216391    -7.998576618                0     0.9999957261     0.9999957261      1.000671417      1.000671417    0.02905016821  bftga 0(D)
 507  10     0.4503000977     0.6930655643    -7.998433186                0     0.9999985459     0.9999985459      1.000903537      1.000903537    0.02905340917  bftga 0(D)
 508  10     0.4502000977     0.6930094922    -7.998295857                0     0.9988985215     0.9988985215      1.000003075      1.000003075    0.02905638573  bftga 0(D)
 509   9     0.4501000977     0.6929534228    -7.998149372                0     0.9991081401     0.9991081401      1.000002305      1.000002305    0.02905962702  bftga 0(D)
 510  10     0.4500000977     0.6928973561     -7.99800594                0     0.9999988071     0.9999988071      1.000987209      1.000987209     0.0290630683  bftga 0(D)
 511  10     0.4499000977      0.692841292    -7.997868611                0     0.9989354792     0.9989354792      1.000001139      1.000001139    0.02906604418  bftga 0(D)
 512   9     0.4498000977     0.6927852307    -7.997722126                0     0.9991117287     0.9991117287      1.000000963      1.000000963    0.02906928662  bftga 0(D)
 513  10     0.4497000977      0.692729172    -7.997578694                0     0.9999999593     0.9999999593      1.000967638      1.000967638    0.02907273042  bftga 0(D)
 514  10     0.4496000977     0.6926731161    -7.997435261                0      1.000000277      1.000000277      1.001126305      1.001126305    0.02907597413  bftga 0(D)
 515  10     0.4495000977     0.6926170628    -7.997297932                0       0.99900836       0.99900836      1.000002832      1.000002832    0.02907894904  bftga 0(D)
 516   9     0.4494000977     0.6925610123    -7.997151447                0     0.9991399503     0.9991399503      1.000003056      1.000003056    0.02908219296  bftga 0(D)
 517  10     0.4493000977     0.6925049644    -7.997008015                0     0.9999982753     0.9999982753      1.000971695      1.000971695    0.02908564011  bftga 0(D)
 518  10     0.4492000977     0.6924489192    -7.996864582                0     0.9999994349     0.9999994349      1.001084706      1.001084706    0.02908888525  bftga 0(D)
 519  10     0.4491000977     0.6923928767    -7.996727253                0     0.9989006441     0.9989006441       1.00000077       1.00000077    0.02909185902  bftga 0(D)
 520   9     0.4490000977      0.692336837    -7.996580769                0     0.9989844229     0.9989844229      1.000003368      1.000003368    0.02909510429  bftga 0(D)
 521  10     0.4489000977     0.6922807999    -7.996437336                0     0.9999970097     0.9999970097      1.000788733      1.000788733    0.02909855472  bftga 0(D)
 522  10     0.4488000977     0.6922247655    -7.996293903                0     0.9999992936     0.9999992936      1.000854612      1.000854612    0.02910180118  bftga 0(D)
 523  10     0.4487000977     0.6921687338    -7.996150471                0     0.9999991349     0.9999991349      1.000911601      1.000911601    0.02910504799  bftga 0(D)
 524  10     0.4486000977     0.6921127048    -7.996007038                0     0.9999960736     0.9999960736      1.000960089      1.000960089    0.02910829515  bftga 0(D)
 525  10     0.4485000977     0.6920566785    -7.995863606                0      0.999995449      0.999995449      1.000994651      1.000994651    0.02911154264  bftga 0(D)
 526  10     0.4484000977      0.692000655    -7.995720173                0     0.9999967848     0.9999967848      1.001015689      1.001015689    0.02911479046  bftga 0(D)
 527  10     0.4483000977     0.6919446341     -7.99557674                0      1.000000386      1.000000386      1.001022821      1.001022821     0.0291180386  bftga 0(D)
 528  10     0.4482000977     0.6918886159    -7.995433308                0     0.9999957233     0.9999957233       1.00102652       1.00102652    0.02912128706  bftga 0(D)
 529  10     0.4481000977     0.6918326004    -7.995289875                0     0.9999965856     0.9999965856      1.001012895      1.001012895    0.02912453583  bftga 0(D)
 530  10     0.4480000977     0.6917765877    -7.995146443                0     0.9999991926     0.9999991926      1.000985657      1.000985657    0.02912778489  bftga 0(D)
 531  10     0.4479000977     0.6917205776     -7.99500301                0      1.000000378      1.000000378      1.000947901      1.000947901    0.02913103425  bftga 0(D)
 532  10     0.4478000977     0.6916645702    -7.994859577                0     0.9999973795     0.9999973795      1.000902315      1.000902315    0.02913428389  bftga 0(D)
 533  10     0.4477000977     0.6916085656    -7.994716145                0      1.000000201      1.000000201      1.000838803      1.000838803    0.02913753381  bftga 0(D)
 534  10     0.4476000977     0.6915525636    -7.994572712                0     0.9999943853     0.9999943853      1.000771765      1.000771765    0.02914078399  bftga 0(D)
 535  10     0.4475000977     0.6914965644    -7.994429279                0      0.999993991      0.999993991      1.000687043      1.000687043    0.02914403444  bftga 0(D)
 536  10     0.4474000977     0.6914405678    -7.994285847                0     0.9999982653     0.9999982653      1.000585317      1.000585317    0.02914728514  bftga 0(D)
 537  10     0.4473000977      0.691384574    -7.994142414                0     0.9999980268     0.9999980268      1.000475696      1.000475696    0.02915053608  bftga 0(D)
 538  10     0.4472000977     0.6913285829    -7.993998982                0     0.9999991379     0.9999991379      1.000352235      1.000352235    0.02915378726  bftga 0(D)
 539   9     0.4471000977     0.6912725945    -7.993852497                0     0.9990148989     0.9990148989      1.000001122      1.000001122    0.02915689621  bftga 0(D)
 540  10     0.4470000977     0.6912166088    -7.993709065                0     0.9999953227     0.9999953227       1.00067537       1.00067537    0.02916036165  bftga 0(D)
 541  10     0.4469000977     0.6911606258    -7.993565632                0     0.9999956707     0.9999956707      1.000516188      1.000516188    0.02916361367  bftga 0(D)
 542  10     0.4468000977     0.6911046455    -7.993422199                0     0.9999817082     0.9999817082      1.000358517      1.000358517    0.02916686589  bftga 0(D)
 543   9     0.4467000977     0.6910486679    -7.993275715                0     0.9989443171     0.9989443171     0.9999990298     0.9999990298    0.02916997448  bftga 0(D)
 544  10     0.4466000977     0.6909926931    -7.993132282                0      1.000004059      1.000004059      1.000561889      1.000561889    0.02917344294  bftga 0(D)
 545  10     0.4465000977      0.690936721     -7.99298885                0     0.9999930453     0.9999930453      1.000363837      1.000363837     0.0291766959  bftga 0(D)
 546   9     0.4464000977     0.6908807515    -7.992842365                0     0.9989122641     0.9989122641      1.000001051      1.000001051    0.02917980418  bftga 0(D)
 547  10     0.4463000977     0.6908247848    -7.992698933                0     0.9999967409     0.9999967409      1.000514803      1.000514803    0.02918327486  bftga 0(D)
 548   9     0.4462000977     0.6907688208    -7.992552448                0     0.9990355428     0.9990355428      1.000001314      1.000001314    0.02918638298  bftga 0(D)
 549  10     0.4461000977     0.6907128595    -7.992409016                0     0.9999953296     0.9999953296      1.000623724      1.000623724    0.02918985515  bftga 0(D)
 550  10     0.4460000977      0.690656901    -7.992265583                0     0.9999892179     0.9999892179      1.000357263      1.000357263    0.02919310924  bftga 0(D)
 551   9     0.4459000977     0.6906009451    -7.992119099                0     0.9988240273     0.9988240273     0.9999997729     0.9999997729    0.02919621688  bftga 0(D)
 552  10     0.4458000977      0.690544992    -7.991975666                0     0.9999851497     0.9999851497      1.000395384      1.000395384    0.02919969121  bftga 0(D)
 553   9     0.4457000977     0.6904890416    -7.991829182                0     0.9988276485     0.9988276485     0.9999982128     0.9999982128    0.02920279857  bftga 0(D)
 554  10     0.4456000977     0.6904330939    -7.991685749                0     0.9999870587     0.9999870587      1.000378771      1.000378771    0.02920627434  bftga 0(D)
 555   9     0.4455000977     0.6903771489    -7.991539265                0      0.998775159      0.998775159      1.000003675      1.000003675    0.02920938138  bftga 0(D)
 556   9     0.4454000977     0.6903212066     -7.99139278                0     0.9990467849     0.9990467849      1.000002873      1.000002873    0.02921271028  bftga 0(D)
 557  10     0.4453000977     0.6902652671    -7.991249348                0     0.9999894549     0.9999894549      1.000575343      1.000575343    0.02921618821  bftga 0(D)
 558   9     0.4452000977     0.6902093303    -7.991102863                0     0.9989266272     0.9989266272      1.000002674      1.000002674    0.02921929482  bftga 0(D)
 559  10     0.4451000977     0.6901533962    -7.990959431                0     0.9999915618     0.9999915618      1.000435365      1.000435365    0.02922277414  bftga 0(D)
 560   9     0.4450000977     0.6900974648    -7.990812946                0     0.9987580027     0.9987580027       1.00000021       1.00000021    0.02922588031  bftga 0(D)
 561   9     0.4449000977     0.6900415362    -7.990666462                0      0.998967723      0.998967723      1.000002593      1.000002593    0.02922921094  bftga 0(D)
 562  10     0.4448000977     0.6899856102    -7.990523029                0     0.9999923515     0.9999923515      1.000449649      1.000449649    0.02923269235  bftga 0(D)
 563   9     0.4447000977      0.689929687    -7.990376545                0     0.9987200795     0.9987200795      1.000003386      1.000003386    0.02923579792  bftga 0(D)
 564   9     0.4446000977     0.6898737666    -7.990230061                0     0.9989000111     0.9989000111     0.9999996598     0.9999996598    0.02923912953  bftga 0(D)
 565  10     0.4445000977     0.6898178488    -7.990086628                0     0.9999972666     0.9999972666      1.000347467      1.000347467    0.02924261298  bftga 0(D)
 566   9     0.4444000977     0.6897619338    -7.989940144                0     0.9985734447     0.9985734447      1.000002118      1.000002118    0.02924571786  bftga 0(D)
 567   9     0.4443000977     0.6897060215    -7.989793659                0     0.9987167798     0.9987167798     0.9999983633     0.9999983633    0.02924905036  bftga 0(D)
 568   9     0.4442000977     0.6896501119    -7.989647175                0     0.9988430122     0.9988430122     0.9999998908     0.9999998908    0.02925238322  bftga 0(D)
 569   9     0.4441000977     0.6895942051    -7.989500691                0     0.9989517875     0.9989517875      1.000006971      1.000006971    0.02925571641  bftga 0(D)
 570  10     0.4440000977      0.689538301    -7.989357258                0      0.999990905      0.999990905      1.000368206      1.000368206    0.02925920323  bftga 0(D)
 571   9     0.4439000977     0.6894823996    -7.989210774                0      0.998503685      0.998503685      1.000000935      1.000000935    0.02926230689  bftga 0(D)
 572   9     0.4438000977     0.6894265009    -7.989064289                0     0.9985815234     0.9985815234      1.000001071      1.000001071    0.02926564086  bftga 0(D)
